document_id,class,miktexpdftex,reading,presentations,itextbylowagiecom,ergebnisse,ausarbeitung,pdfcreatorversion,prof,unterschrift,pages,arbortextadvancedprintpublisher,msc,apachefopversion,dozent,unterlagen,page_size_x,readings,matrikelnummer,adobeacrobatpropapercaptureplugin,übungsblatt,gplghostscript,page_size_y,writer,none,hppdfformatterversion,article,bungen,microsoftofficepowerpoint,ii,lit,übung,hausaufgaben,bung,keynote,adobeacrobat,pdftopdffilter,kmbt,file_size,al,adobeacrobatpapercaptureplugin,adobeindesigncs,antworten,km,übersichten,presentation,openoffice,protokolle,images,organisatorisches,protokoll,acrobatdistillerformacintosh,macosquartzpdfcontext,bersicht,impress,aufgabe,kap,bsc,acrobatpdfmakerpowerpoint,libreoffice,kontrollfragen,text,word_count,passwordprotected,latexwithbeamerclassversion,copyright_symbol,aufgabenblätter,foxitreaderpdfprinterversion,literatur,übungsblätter,vorname,referat,microsoftofficeword,essays,bungsblätter,frage,ws,isbn,vorlesung,hausaufgabenordner,termin,uni,probeklausur,konicaminoltabizhub,handout,fragen,pdftex,applekeynote,study,recommended,ppp,microsoftpowerpoint,stunde,artikel,homework,präsentationen,essay,powerpoint,handouts,totalpublishingsystem,bungsblatt,entropy,session,hausarbeit,seminar,skript,bitte,et,wintersemester,encyclopedia,word,aufgabenblatt,übersicht,fall,präsentation,acrobatdistillerforwindows,abgabe,korrigiert,sitzung,lösungen,textgrundlage,microsoftword,lösung,xpp,loesung,page_rot,microsoftwordstarter,gruppe,vorlesungsfolien,question,tutorial,paper,einführung,tutorium,bersichten,copyright,elsevier,docbookxslstylesheetswithapachefop,tex,folien,preview,itextbyxt,dipl,adobepdfscanlibrary
294a8bcdf25bc118eb0eab928c12e3e3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,595,0,0,0,0,0,842,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1410.975,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3367.9333333333,0,0,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.7423931404,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
eadf729092cb16cdae7b6ebc3f4ccf53,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,595,0,0,0,0,1,842,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,62.057,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3747.5714285714,0,0,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.4906604273,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7ba2141f2f1a4847a837f0062ceea223,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,841.89,0,0,0,0,0,595.276,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,4768.645,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.0354216312,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,True,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5523dd9af6e1488fbad9e70b5c67f347,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,595,0,0,0,0,0,842,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,158.406,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,4240.0476190476,0,0,True,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.1312189809,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
ca2038acb6ebd6c86da5898ccf13778f,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,595.22,0,0,0,0,0,842,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,91.959,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1738,0,0,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.4267720751,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
90d628bdf63f2be8b8f77f9e239584d9,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,595.2,0,0,0,0,0,841.92,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,333.067,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3502,0,0,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.7405849385,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5d6be3bb7bba44492be843522e809716,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,591.12,0,0,0,0,0,840.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5200.864,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.4558300171,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
64831a89084fc89f1ce7614695057b66,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,595,0,0,0,0,0,842,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,126.257,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,3392,0,0,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.2978692973,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
47f0244bc812ef421f9ed8b9d93c852d,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,595.276,0,0,0,0,0,782.362,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1983.074,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10924.9285714286,0,0,True,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.6495920951,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ebde783fb7dd6cf144e27f1a75338465,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,595,0,0,0,0,0,782,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,236.678,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,10984,0,0,True,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.925400787,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
09f181f5a9b38de7ed5cdd9fc100eb46,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,585,0,0,0,0,0,783,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,333.027,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,6848.8888888889,0,0,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.2097181616,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0
e4543443b9592684c95c04c728f66e1a,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,612,0,0,0,0,0,792,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,974.645,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,5818.1666666667,0,0,True,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.8522207348,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
f7e70e7abe7c51bdb0cb6957b08fcb3b,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,594,0,0,0,0,0,783,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1375.666,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,6996,0,0,True,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.523148233,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
377a105dd44c44dbc5d75c30509af9d1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,584.957,0,0,0,0,0,782.986,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,470.202,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,8940,0,0,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.6389643687,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
1497f41d306047a67f84e1c4d767a614,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,612,0,0,0,0,0,792,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,158.213,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11232.3333333333,0,0,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.3231772716,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
f03887fe117453566d55680a53cb4555,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,612,0,0,0,0,0,792,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,511.465,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,8021.25,0,0,True,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.807317774,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0
19f511c4d1699d76bc64de245decff90,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,602.986,0,0,0,0,0,782.986,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,512.095,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,8000.6,0,0,True,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.9960422368,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
1c4987ea6a19d1840e55a5b6222d434c,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,585,0,0,0,0,0,783,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1050.683,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8127.1,0,0,True,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.3110832496,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,False,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
07a135fa0d07c49e0e6cd47810003dbc,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,594,0,0,0,0,0,783,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,853.676,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,23412.5,0,0,True,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.3325068081,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
91c51fbaa9a56f82c546d3c21f5fb578,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,593.972,0,0,0,0,0,782.986,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,365.971,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,7135.875,0,0,True,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2.4090969697,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
c0e00035dc603ec9ae8a90a2ac2283b2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,594,0,0,0,0,0,783,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,343.721,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,8323.1428571429,0,0,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.418379348,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,False,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
704a10d5f79155bd314334189950e4f8,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,612,0,0,0,0,0,792,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,231.756,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,10846.75,0,0,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.4559764684,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ec1b4a4ee9f6359c6c2c003b796d191e,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,590.4,0,0,0,0,0,839.04,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10496.924,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4056.1,0,0,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.2642149609,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
dabac6f90165248f2e7968aab139bc5a,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,595,0,0,0,0,1,842,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,94.39,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3457,0,0,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.4848257536,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
d52c3bf565927c825d3df28f02732d0f,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,612,0,0,0,0,0,841.68,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3087.869,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3734.3333333333,0,0,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.9587839268,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ccf6adb644db4659841674c3c44317e2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,720,0,0,0,0,0,540,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,328.015,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,749.6666666667,0,0,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.8993043636,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
800b804a4d5982f647d41dd35f34724e,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,595,0,0,0,0,0,842,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,262.725,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2678.75,0,0,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.2536386821,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
993070b24b93d19305abb85e07f4921c,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,612,0,0,0,0,0,792,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,174.915,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6955.2857142857,0,0,True,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.9823660689,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
